"year"	"name"
"1986"	"M.THACKWELL"
"1985"	"P.ALLIOT"
"1985"	"M.WINKELHOCK"
"1985"	"K.ACHESON"
"1984"	"P.ALLIOT"
"1984"	"J.PALMER"
"1984"	"M.THACKWELL"
