"year"	"name"
"1990"	"O.GROUILLARD"
"1989"	"E.BERTAGGIA"
"1989"	"N.LARINI"
"1989"	"P.GHINZANI"
"1988"	"N.LARINI"
"1987"	"A.CAFFI"
"1987"	"F.FORINI"
"1987"	"G.TARQUINI"
"1986"	"P.GHINZANI"
"1986"	"A.CAFFI"
"1986"	"A.BERG"
"1986"	"C.DANNER"
"1985"	"H.ROTHENGATTER"
"1985"	"P.GHINZANI"
"1984"	"P.GHINZANI"
"1984"	"J.GARTNER"
"1983"	"C.FABI"
"1983"	"P.GHINZANI"
"1982"	"J.JARIER"
"1982"	"J.CECOTTO"
"1982"	"R.PALETTI"
"1982"	"P.GHINZANI"
"1981"	"P.GHINZANI"
"1981"	"M.GUERRA"
"1981"	"B.GABBIANI"
"1981"	"G.FRANCIA"
"1981"	"J.JARIER"
"1980"	"E.CHEEVER"
