"year"	"name"
"1974"	"R.ROBARTS"
"1974"	"A.MERZARIO"
"1974"	"J.JABOUILLE"
"1974"	"J.LAFFITE"
"1974"	"T.BELSO"
"1974"	"G.Van LENNEP"
"1973"	"H.GANLEY"
"1973"	"N.GALLI"
"1973"	"J.PRETORIUS"
"1973"	"T.BELSO"
"1973"	"G.McRAE"
"1973"	"G.Van LENNEP"
"1973"	"T.SCHENKEN"
"1973"	"H.PESCAROLO"
"1973"	"J.ICKX"
