"year"	"name"
"1980"	"S.JOHANSSON"
"1980"	"G.LEES"
"1980"	"D.KENNEDY"
"1979"	"J.LAMMERS"
"1979"	"E.De ANGELIS"
"1978"	"H.STUCK"
"1978"	"C.REGAZZONI"
"1978"	"D.ONGAIS"
"1977"	"R.PATRESE"
"1977"	"R.ZORZI"
"1977"	"T.PRYCE"
"1977"	"A.MERZARIO"
"1977"	"J.JARIER"
"1977"	"J.OLIVER"
"1977"	"A.JONES"
"1976"	"T.PRYCE"
"1976"	"J.JARIER"
"1976"	"M.WILDS"
"1975"	"T.PRYCE"
"1975"	"J.JARIER"
"1974"	"B.ROOS"
"1974"	"T.PRYCE"
"1974"	"B.REDMAN"
"1974"	"P.REVSON"
"1974"	"J.JARIER"
"1973"	"G.HILL"
"1973"	"G.FOLLMER"
"1973"	"J.OLIVER"
"1973"	"B.REDMAN"
