"year"	"name"
"1978"	".GIMAX"
"1978"	"R.ARNOUX"
"1978"	"R.KEEGAN"
"1978"	"B.GABBIANI"
"1978"	"V.BRAMBILLA"
"1977"	"L.LEONI"
"1977"	"P.TAMBAY"
"1977"	"H.BINDER"
"1977"	"L.PERKINS"
"1977"	"V.SCHUPPAN"
"1977"	"V.BRAMBILLA"
"1977"	"T.TRIMMER"
"1976"	"D.GALICA"
"1976"	"N.TAKAHARA"
"1976"	"C.ANDERSSON"
"1976"	"B.LUNGER"
"1976"	"A.JONES"
"1976"	"H.PESCAROLO"
"1975"	"J.WATSON"
"1975"	"E.BOISITZ"
"1975"	"D.MORGAN"
"1975"	"H.PESCAROLO"
"1974"	"J.DOLHEM"
"1974"	"C.PACE"
"1974"	"D.BELL"
"1974"	"J.JABOUILLE"
"1974"	"H.KOINIGG"
"1974"	"J.MASS"
"1974"	"L.KINNUNEN"
"1974"	"D.QUESTER"
"1973"	"M.HAILWOOD"
"1973"	"C.PACE"
"1973"	"A.De ADAMICH"
"1973"	"L.BUENO"
"1973"	"J.SURTEES"
"1973"	"J.MASS"
"1972"	"J.SURTEES"
"1972"	"T.SCHENKEN"
"1972"	"A.De ADAMICH"
"1972"	"M.HAILWOOD"
"1972"	"J.LOVE"
"1972"	"S.POSEY"
"1971"	"J.SURTEES"
"1971"	"R.STOMMELEN"
"1971"	"M.HAILWOOD"
"1971"	"S.POSEY"
"1971"	"G.Van LENNEP"
"1971"	"G.LARROUSSE"
"1971"	"D.BELL"
"1971"	"D.QUESTER"
"1971"	"B.REDMAN"
"1970"	"J.SURTEES"
"1970"	"D.BELL"
