"year"	"name"
"1969"	"A.PEASE"
"1968"	"D.GURNEY"
"1968"	"A.PEASE"
"1967"	"D.GURNEY"
"1967"	"B.McLAREN"
"1967"	"L.SCARFIOTTI"
"1967"	"R.GINTHER"
"1967"	"A.PEASE"
"1967"	"B.BONDURANT"
"1967"	"A.FOYT"
"1966"	"D.GURNEY"
"1966"	"B.BONDURANT"
"1966"	"P.HILL"
