"year"	"name"
"1960"	"D.CARTER"
"1960"	"N.HALL"
"1960"	"B.HOMEIER"
"1960"	"C.HULSE"
"1960"	"J.PACKARD"
"1959"	"A.FOYT"
"1959"	"E.MOTTER"
"1959"	"E.SACHS"
"1959"	"B.CHEESBOURG"
"1959"	"D.EDMUNDS"
"1959"	"J.PACKARD"
"1959"	"G.FORCE"
"1959"	"J.UNSER"
"1959"	"A.KELLER"
"1959"	"C.RODEE"
"1959"	"D.WILSON"
"1959"	"G.HARTLEY"
"1959"	"C.DAIGH"
"1959"	"E.RUSSO"
"1958"	"J.TOLAN"
"1958"	"E.GEORGE"
"1958"	"A.FOYT"
"1958"	"E.RUSSO"
"1958"	"A.BISCH"
"1958"	"F.AGABASHIAN"
"1958"	"D.WILSON"
"1958"	"A.HERMAN"
"1958"	"L.SUTTON"
"1958"	"J.DAYWALT"
"1958"	"E.SACHS"
"1958"	"T.RUTTMAN"
"1957"	"J.BRYAN"
"1957"	"J.THOMSON"
"1957"	"J.TOLAN"
"1957"	"T.BONADIES"
"1957"	"C.WEYANT"
"1957"	"E.SACHS"
"1957"	"J.PARSONS"
"1956"	"J.BRYAN"
"1956"	"M.TEAGUE"
"1956"	"B.GARRETT"
"1956"	"E.JOHNSON"
"1956"	"G.HARTLEY"
"1956"	"J.THOMSON"
"1956"	"J.PARSONS"
"1955"	"J.BRYAN"
"1955"	"B.CHRISTIE"
"1955"	"R.WARD"
"1955"	"J.THOMSON"
"1955"	"D.CARTER"
"1954"	"J.BRYAN"
"1954"	"W.FAULKNER"
"1954"	"M.AYULO"
"1954"	"C.STEVENSON"
"1953"	"G.HARTLEY"
"1953"	"B.SWEIKERT"
"1953"	"M.AYULO"
"1953"	"C.STEVENSON"
"1953"	"T.BETTENHAUSEN"
"1952"	"A.HEATH"
"1952"	"T.RUTTMAN"
"1951"	"W.FAULKNER"
