"year"	"name"
"1956"	"R.MANZON"
"1956"	"E.BAYOL"
"1956"	"H.Da SILVA RAMOS"
"1956"	"A.MILHOUX"
"1956"	"A.PILETTE"
"1956"	"A.SIMON"
"1955"	"R.MANZON"
"1955"	"J.POLLET"
"1955"	"E.BAYOL"
"1955"	"H.Da SILVA RAMOS"
"1955"	"J.LUCAS"
"1955"	"M.SPARKEN"
"1955"	"J.SWATERS"
"1955"	"P.BIRGER"
"1955"	"J.IGLESIAS"
"1954"	"J.BEHRA"
"1954"	"P.FRERE"
"1954"	"C.BUCCI"
"1954"	"A.PILETTE"
"1954"	"F.WACKER"
"1954"	"A.SIMON"
"1954"	"E.BAYOL"
"1954"	"R.LOYER"
"1954"	"J.POLLET"
"1954"	"G.BERGER"
"1953"	"J.BEHRA"
"1953"	"M.TRINTIGNANT"
"1953"	"H.SCHELL"
"1953"	"R.MIERES"
"1953"	"R.MANZON"
"1953"	"C.MENDITEGUY"
"1953"	"F.WACKER"
"1952"	"R.MANZON"
"1952"	"J.BEHRA"
"1952"	"M.TRINTIGNANT"
"1952"	"P.BIRA"
"1952"	"J.CLAES"
