"year"	"name"
"2019"	"P.GASLY"
"2019"	"A.ALBON"
"2019"	"D.KVYAT"
"2019"	"N.YAMAMOTO"
"2018"	"P.GASLY"
"2018"	"B.HARTLEY"
"2018"	"S.GELAEL"
"2017"	"P.GASLY"
"2017"	"D.KVYAT"
"2017"	"B.HARTLEY"
"2017"	"S.GELAEL"
"2017"	"C.SAINZ"
"2016"	"D.KVYAT"
"2016"	"M.VERSTAPPEN"
"2016"	"C.SAINZ"
"2015"	"M.VERSTAPPEN"
"2015"	"C.SAINZ"
"2014"	"J.VERGNE"
"2014"	"D.KVYAT"
"2014"	"M.VERSTAPPEN"
"2013"	"J.VERGNE"
"2013"	"D.KVYAT"
"2013"	"D.RICCIARDO"
"2012"	"D.RICCIARDO"
"2012"	"J.VERGNE"
"2011"	"J.VERGNE"
"2011"	"D.RICCIARDO"
"2011"	"S.BUEMI"
"2011"	"J.ALGUERSUARI"
"2010"	"S.BUEMI"
"2010"	"J.ALGUERSUARI"
"2009"	"J.ALGUERSUARI"
"2009"	"S.BOURDAIS"
"2009"	"S.BUEMI"
"2008"	"S.BOURDAIS"
"2008"	"S.VETTEL"
"2007"	"V.LIUZZI"
"2007"	"S.VETTEL"
"2007"	"S.SPEED"
"2006"	"V.LIUZZI"
"2006"	"S.SPEED"
"2006"	"N.JANI"
