"year"	"name"
"2020"	"D.RICCIARDO"
"2020"	"E.OCON"
"2019"	"D.RICCIARDO"
"2019"	"N.HULKENBERG"
"2018"	"N.HULKENBERG"
"2018"	"A.MARKELOV"
"2018"	"C.SAINZ"
"2017"	"N.HULKENBERG"
"2017"	"J.PALMER"
"2017"	"S.SIROTKIN"
"2017"	"C.SAINZ"
"2016"	"K.MAGNUSSEN"
"2016"	"J.PALMER"
"2016"	"E.OCON"
"2016"	"S.SIROTKIN"
"2011"	"R.GROSJEAN"
"2011"	"B.SENNA"
"2011"	"N.HEIDFELD"
"2011"	"V.PETROV"
"2010"	"R.KUBICA"
"2010"	"V.PETROV"
"2009"	"F.ALONSO"
"2009"	"R.GROSJEAN"
"2009"	"N.PIQUET"
"2008"	"F.ALONSO"
"2008"	"N.PIQUET"
"2007"	"G.FISICHELLA"
"2007"	"H.KOVALAINEN"
"2006"	"F.ALONSO"
"2006"	"G.FISICHELLA"
"2005"	"F.ALONSO"
"2005"	"G.FISICHELLA"
"2004"	"J.TRULLI"
"2004"	"J.VILLENEUVE"
"2004"	"F.ALONSO"
"2003"	"J.TRULLI"
"2003"	"F.ALONSO"
"2003"	"A.McNISH"
"2003"	"F.MONTAGNY"
"2002"	"J.TRULLI"
"2002"	"J.BUTTON"
"1985"	"F.HESNAULT"
"1985"	"P.TAMBAY"
"1985"	"D.WARWICK"
"1984"	"P.TAMBAY"
"1984"	"M.ANDRETTI"
"1984"	"D.WARWICK"
"1984"	"P.STREIFF"
"1983"	"A.PROST"
"1983"	"E.CHEEVER"
"1982"	"A.PROST"
"1982"	"R.ARNOUX"
"1981"	"A.PROST"
"1981"	"R.ARNOUX"
"1980"	"J.JABOUILLE"
"1980"	"R.ARNOUX"
"1979"	"J.JABOUILLE"
"1979"	"R.ARNOUX"
"1978"	"J.JABOUILLE"
"1977"	"J.JABOUILLE"
