"year"	"name"
"2001"	"G.FISICHELLA"
"2001"	"J.BUTTON"
"2000"	"G.FISICHELLA"
"2000"	"A.WURZ"
"1999"	"G.FISICHELLA"
"1999"	"A.WURZ"
"1998"	"G.FISICHELLA"
"1998"	"A.WURZ"
"1997"	"J.ALESI"
"1997"	"A.WURZ"
"1997"	"G.BERGER"
"1996"	"J.ALESI"
"1996"	"G.BERGER"
"1995"	"M.SCHUMACHER"
"1995"	"J.HERBERT"
"1994"	"M.SCHUMACHER"
"1994"	"J.LEHTO"
"1994"	"J.VERSTAPPEN"
"1994"	"J.HERBERT"
"1993"	"M.SCHUMACHER"
"1993"	"R.PATRESE"
"1992"	"M.SCHUMACHER"
"1992"	"M.BRUNDLE"
"1991"	"M.SCHUMACHER"
"1991"	"R.MORENO"
"1991"	"N.PIQUET"
"1990"	"R.MORENO"
"1990"	"A.NANNINI"
"1990"	"N.PIQUET"
"1989"	"A.NANNINI"
"1989"	"E.PIRRO"
"1989"	"J.HERBERT"
"1988"	"A.NANNINI"
"1988"	"T.BOUTSEN"
"1987"	"T.FABI"
"1987"	"T.BOUTSEN"
"1986"	"T.FABI"
"1986"	"G.BERGER"
