"year"	"name"
"1990"	"N.MANSELL"
"1989"	"N.MANSELL"
"1989"	"G.BERGER"
"1988"	"M.ALBORETO"
"1988"	"G.BERGER"
"1987"	"M.ALBORETO"
"1987"	"G.BERGER"
"1986"	"M.ALBORETO"
"1986"	"S.JOHANSSON"
"1985"	"M.ALBORETO"
"1985"	"S.JOHANSSON"
"1985"	"R.ARNOUX"
"1984"	"M.ALBORETO"
"1984"	"R.ARNOUX"
"1983"	"P.TAMBAY"
"1983"	"R.ARNOUX"
"1982"	"G.VILLENEUVE"
"1982"	"P.TAMBAY"
"1982"	"D.PIRONI"
"1982"	"M.ANDRETTI"
"1981"	"G.VILLENEUVE"
"1981"	"D.PIRONI"
"1980"	"J.SCHECKTER"
"1980"	"G.VILLENEUVE"
"1979"	"J.SCHECKTER"
"1979"	"G.VILLENEUVE"
"1978"	"C.REUTEMANN"
"1978"	"G.VILLENEUVE"
"1977"	"G.VILLENEUVE"
"1977"	"N.LAUDA"
"1977"	"C.REUTEMANN"
"1976"	"N.LAUDA"
"1976"	"C.REGAZZONI"
"1976"	"C.REUTEMANN"
"1975"	"C.REGAZZONI"
"1975"	"N.LAUDA"
"1974"	"C.REGAZZONI"
"1974"	"N.LAUDA"
"1973"	"J.ICKX"
"1973"	"A.MERZARIO"
"1972"	"M.ANDRETTI"
"1972"	"J.ICKX"
"1972"	"C.REGAZZONI"
"1972"	"A.MERZARIO"
"1972"	"N.GALLI"
"1971"	"J.ICKX"
"1971"	"C.REGAZZONI"
"1971"	"M.ANDRETTI"
"1970"	"J.ICKX"
"1970"	"C.REGAZZONI"
"1970"	"I.GIUNTI"
"1969"	"C.AMON"
"1969"	"P.RODRIGUEZ"
"1969"	"T.BRAMBILLA"
"1968"	"C.AMON"
"1968"	"J.ICKX"
"1968"	"D.BELL"
"1968"	"A.De ADAMICH"
"1967"	"L.SCARFIOTTI"
"1967"	"C.AMON"
"1967"	"M.PARKES"
"1967"	"J.WILLIAMS"
"1967"	"L.BANDINI"
"1966"	"L.BANDINI"
"1966"	"M.PARKES"
"1966"	"L.SCARFIOTTI"
"1966"	"J.SURTEES"
"1966"	"G.BAGHETTI"
"1965"	"J.SURTEES"
"1965"	"L.BANDINI"
"1965"	"N.VACCARELLA"
"1965"	"L.SCARFIOTTI"
"1965"	"P.RODRIGUEZ"
"1965"	"B.BONDURANT"
"1964"	"J.SURTEES"
"1964"	"L.BANDINI"
"1964"	"L.SCARFIOTTI"
"1964"	"P.RODRIGUEZ"
"1963"	"L.BANDINI"
"1963"	"J.SURTEES"
"1963"	"L.SCARFIOTTI"
"1963"	"W.MAIRESSE"
"1962"	"W.MAIRESSE"
"1962"	"P.HILL"
"1962"	"G.BAGHETTI"
"1962"	"L.BANDINI"
"1962"	"R.RODRIGUEZ"
"1961"	"P.HILL"
"1961"	"R.GINTHER"
"1961"	"W.Von TRIPS"
"1961"	"W.MAIRESSE"
"1961"	"R.RODRIGUEZ"
"1961"	"O.GENDEBIEN"
"1961"	"P.RODRIGUEZ"
"1961"	"G.BAGHETTI"
"1960"	"P.HILL"
"1960"	"W.Von TRIPS"
"1960"	"R.GINTHER"
"1960"	"W.MAIRESSE"
"1960"	"C.ALLISON"
"1960"	"O.GENDEBIEN"
"1960"	"J.GONZALEZ"
"1959"	"J.BEHRA"
"1959"	"T.BROOKS"
"1959"	"P.HILL"
"1959"	"C.ALLISON"
"1959"	"W.Von TRIPS"
"1959"	"D.GURNEY"
"1959"	"O.GENDEBIEN"
"1958"	"P.COLLINS"
"1958"	"O.GENDEBIEN"
"1958"	"L.MUSSO"
"1958"	"M.HAWTHORN"
"1958"	"W.Von TRIPS"
"1958"	"P.HILL"
"1957"	"L.MUSSO"
"1957"	"P.COLLINS"
"1957"	"M.HAWTHORN"
"1957"	"M.TRINTIGNANT"
"1957"	"E.CASTELLOTTI"
"1957"	"W.Von TRIPS"
"1957"	"C.PERDISA"
"1957"	"A.De PORTAGO"
"1957"	"J.GONZALEZ"
"1957"	"A.De TOMASO"
"1956"	"J.FANGIO"
"1956"	"P.COLLINS"
"1956"	"E.CASTELLOTTI"
"1956"	"A.De PORTAGO"
"1956"	"L.MUSSO"
"1956"	"O.GENDEBIEN"
"1956"	"P.FRERE"
"1956"	"G.SCARLATTI"
"1956"	"A.PILETTE"
"1956"	"W.Von TRIPS"
"1956"	"J.BALDWIN"
"1955"	"M.HAWTHORN"
"1955"	"G.FARINA"
"1955"	"E.CASTELLOTTI"
"1955"	"M.TRINTIGNANT"
"1955"	"P.FRERE"
"1955"	"P.TARUFFI"
"1955"	"U.MAGLIOLI"
"1955"	"J.GONZALEZ"
"1955"	"J.CLAES"
"1955"	"O.GENDEBIEN"
"1955"	"H.SCHELL"
"1954"	"J.GONZALEZ"
"1954"	"J.SWATERS"
"1954"	"M.TRINTIGNANT"
"1954"	"M.HAWTHORN"
"1954"	"P.TARUFFI"
"1954"	"G.FARINA"
"1954"	"R.MANZON"
"1954"	"R.PARNELL"
"1954"	"L.ROSIER"
"1954"	"U.MAGLIOLI"
"1954"	"A.ASCARI"
"1954"	"D.OAKES"
"1953"	"A.ASCARI"
"1953"	"J.SWATERS"
"1953"	"L.VILLORESI"
"1953"	"G.FARINA"
"1953"	"M.HAWTHORN"
"1953"	"L.ROSIER"
"1953"	"U.MAGLIOLI"
"1953"	"P.CARINI"
"1953"	"K.ADOLFF"
"1953"	"P.HIRT"
"1953"	"M.De TERRA"
"1953"	"C.De TORNACO"
"1952"	"A.ASCARI"
"1952"	"G.FARINA"
"1952"	"L.VILLORESI"
"1952"	"W.FAULKNER"
"1952"	"P.TARUFFI"
"1952"	"A.SIMON"
"1952"	"L.ROSIER"
"1952"	"B.BAIRD"
"1952"	"M.TRINTIGNANT"
"1952"	"R.SALVADORI"
"1952"	"R.FISCHER"
"1952"	"P.HIRT"
"1952"	"H.STUCK"
"1952"	"P.WHITEHEAD"
"1952"	"C.De TORNACO"
"1952"	"J.MAURO"
"1952"	"R.SCHOELLER"
"1952"	"V.MARZOTTO"
"1952"	"F.COMOTTI"
"1952"	"B.BALL"
"1952"	"P.CARINI"
"1952"	"S.SIGHINOLFI"
"1952"	"R.LAURENT"
"1951"	"A.ASCARI"
"1951"	"L.VILLORESI"
"1951"	"J.GONZALEZ"
"1951"	"P.TARUFFI"
"1951"	"G.MARZOTTO"
"1951"	"P.WHITEHEAD"
"1951"	"C.LANDI"
"1951"	"R.FISCHER"
"1951"	"B.SHAWE-TAYLOR"
"1951"	"R.PARNELL"
"1951"	"P.STÆCHELIN"
"1950"	"L.VILLORESI"
"1950"	"A.ASCARI"
"1950"	"P.WHITEHEAD"
"1950"	"G.BRACCO"
"1950"	"R.SOMMER"
"1950"	"C.BIONDETTI"
"1950"	"D.SERAFINI"
