"year"	"name"
"2022"	"C.LECLERC"
"2022"	"C.SAINZ"
"2021"	"C.LECLERC"
"2021"	"C.SAINZ"
"2020"	"S.VETTEL"
"2020"	"C.LECLERC"
"2019"	"S.VETTEL"
"2019"	"C.LECLERC"
"2018"	"S.VETTEL"
"2018"	"K.RAIKKONEN"
"2017"	"S.VETTEL"
"2017"	"K.RAIKKONEN"
"2016"	"S.VETTEL"
"2016"	"K.RAIKKONEN"
"2015"	"S.VETTEL"
"2015"	"K.RAIKKONEN"
"2014"	"K.RAIKKONEN"
"2014"	"F.ALONSO"
"2013"	"F.ALONSO"
"2013"	"F.MASSA"
"2012"	"F.ALONSO"
"2012"	"F.MASSA"
"2011"	"F.ALONSO"
"2011"	"F.MASSA"
"2010"	"F.MASSA"
"2010"	"F.ALONSO"
"2009"	"F.MASSA"
"2009"	"G.FISICHELLA"
"2009"	"L.BADOER"
"2009"	"K.RAIKKONEN"
"2008"	"K.RAIKKONEN"
"2008"	"F.MASSA"
"2007"	"F.MASSA"
"2007"	"K.RAIKKONEN"
"2006"	"M.SCHUMACHER"
"2006"	"F.MASSA"
"2005"	"M.SCHUMACHER"
"2005"	"R.BARRICHELLO"
"2004"	"M.SCHUMACHER"
"2004"	"R.BARRICHELLO"
"2003"	"M.SCHUMACHER"
"2003"	"R.BARRICHELLO"
"2002"	"M.SCHUMACHER"
"2002"	"R.BARRICHELLO"
"2001"	"M.SCHUMACHER"
"2001"	"R.BARRICHELLO"
"2000"	"M.SCHUMACHER"
"2000"	"R.BARRICHELLO"
"1999"	"M.SALO"
"1999"	"M.SCHUMACHER"
"1999"	"E.IRVINE"
"1998"	"M.SCHUMACHER"
"1998"	"E.IRVINE"
"1997"	"M.SCHUMACHER"
"1997"	"E.IRVINE"
"1996"	"M.SCHUMACHER"
"1996"	"E.IRVINE"
"1995"	"J.ALESI"
"1995"	"G.BERGER"
"1994"	"J.ALESI"
"1994"	"N.LARINI"
"1994"	"G.BERGER"
"1993"	"J.ALESI"
"1993"	"G.BERGER"
"1992"	"J.ALESI"
"1992"	"N.LARINI"
"1992"	"I.CAPELLI"
"1991"	"G.MORBIDELLI"
"1991"	"A.PROST"
"1991"	"J.ALESI"
"1990"	"A.PROST"
