"year"	"name"
"1972"	"C.AMON"
"1971"	"C.AMON"
"1971"	"J.BELTOISE"
"1970"	"J.BELTOISE"
"1970"	"H.PESCAROLO"
"1969"	"J.STEWART"
"1969"	"J.BELTOISE"
"1969"	"J.SERVOZ-GAVIN"
"1968"	"J.BELTOISE"
"1968"	"J.STEWART"
"1968"	"J.SERVOZ-GAVIN"
"1968"	"H.PESCAROLO"
"1967"	"J.BELTOISE"
"1967"	"J.SERVOZ-GAVIN"
