"year"	"name"
"1995"	"C.BOUCHUT"
"1995"	"E.BERNARD"
"1994"	"H.NODA"
"1994"	"O.BERETTA"
"1994"	"Y.DALMAS"
"1994"	"P.ALLIOT"
"1994"	"J.DELETRAZ"
"1994"	"E.COMAS"
"1993"	"T.SUZUKI"
"1993"	"P.ALLIOT"
"1993"	"E.COMAS"
