"year"	"name"
"1951"	"J.CLAES"
"1951"	"P.ETANCELIN"
"1951"	"Y.GIRAUD-CABANTOUS"
"1951"	"L.ROSIER"
"1951"	"H.LOUVEAU"
"1951"	"D.HAMILTON"
"1951"	"L.CHIRON"
"1951"	"P.LEVEGH"
"1951"	"A.PILETTE"
"1951"	"J.SWATERS"
"1951"	"G.GRIGNARD"
"1951"	"G.MAIRESSE"
"1951"	"J.GONZALEZ"
"1951"	"L.VINCENT"
"1951"	"E.CHABOUD"
"1951"	"J.ACHARD"
"1950"	"J.CLAES"
"1950"	"R.SOMMER"
"1950"	"Y.GIRAUD-CABANTOUS"
"1950"	"E.MARTIN"
"1950"	"L.ROSIER"
"1950"	"P.ETANCELIN"
"1950"	"E.CHABOUD"
"1950"	"C.POZZI"
"1950"	"P.LEVEGH"
"1950"	"G.MAIRESSE"
"1950"	"H.SCHELL"
"1950"	"H.LOUVEAU"
