"year"	"name"
"1998"	"R.ROSSET"
"1998"	"T.TAKAGI"
"1997"	"J.VERSTAPPEN"
"1997"	"M.SALO"
"1996"	"U.KATAYAMA"
"1996"	"M.SALO"
"1995"	"U.KATAYAMA"
"1995"	"G.TARQUINI"
"1995"	"M.SALO"
"1994"	"U.KATAYAMA"
"1994"	"M.BLUNDELL"
"1993"	"U.KATAYAMA"
"1993"	"A.De CESARIS"
"1992"	"O.GROUILLARD"
"1992"	"A.De CESARIS"
"1991"	"S.NAKAJIMA"
"1991"	"S.MODENA"
"1990"	"S.NAKAJIMA"
"1990"	"J.ALESI"
"1989"	"J.PALMER"
"1989"	"J.ALESI"
"1989"	"J.HERBERT"
"1989"	"M.ALBORETO"
"1988"	"J.PALMER"
"1988"	"J.BAILEY"
"1987"	"J.PALMER"
"1987"	"P.STREIFF"
"1986"	"M.BRUNDLE"
"1986"	"P.STREIFF"
"1985"	"M.BRUNDLE"
"1985"	"S.BELLOF"
"1985"	"I.CAPELLI"
"1985"	"P.STREIFF"
"1985"	"S.JOHANSSON"
"1984"	"M.BRUNDLE"
"1984"	"S.JOHANSSON"
"1984"	"S.BELLOF"
"1984"	"M.THACKWELL"
"1983"	"M.ALBORETO"
"1983"	"D.SULLIVAN"
"1982"	"M.ALBORETO"
"1982"	"S.BORGUDD"
"1982"	"B.HENTON"
"1981"	"E.CHEEVER"
"1981"	"K.COGAN"
"1981"	"M.ALBORETO"
"1981"	"R.ZUNINO"
"1980"	"J.JARIER"
"1980"	"D.DALY"
"1980"	"M.THACKWELL"
"1979"	"D.PIRONI"
"1979"	"G.LEES"
"1979"	"D.DALY"
"1979"	"J.JARIER"
"1978"	"D.PIRONI"
"1978"	"P.DEPAILLER"
"1977"	"R.PETERSON"
"1977"	"P.DEPAILLER"
"1977"	"K.TAKAHASHI"
"1976"	"J.SCHECKTER"
"1976"	"P.DEPAILLER"
"1976"	"I.SCHECKTER"
"1976"	"A.PESENTI-ROSSI"
"1976"	"O.STUPPACHER"
"1976"	"K.HOSHINO"
"1975"	"J.SCHECKTER"
"1975"	"P.DEPAILLER"
"1975"	"M.LECLERE"
"1975"	"J.JABOUILLE"
"1975"	"I.SCHECKTER"
"1974"	"J.SCHECKTER"
"1974"	"P.DEPAILLER"
"1974"	"E.KEIZAN"
"1973"	"J.STEWART"
"1973"	"F.CEVERT"
"1973"	"E.KEIZAN"
"1973"	"C.AMON"
"1972"	"J.STEWART"
"1972"	"F.CEVERT"
"1972"	"P.DEPAILLER"
"1971"	"F.CEVERT"
"1971"	"J.STEWART"
"1971"	"P.REVSON"
"1970"	"J.STEWART"
