"year"	"name"
"2022"	"D.RICCIARDO"
"2022"	"L.NORRIS"
"2021"	"D.RICCIARDO"
"2021"	"L.NORRIS"
"2020"	"L.NORRIS"
"2020"	"C.SAINZ"
"2019"	"L.NORRIS"
"2019"	"C.SAINZ"
"2018"	"S.VANDOORNE"
"2018"	"F.ALONSO"
"2018"	"L.NORRIS"
"2017"	"S.VANDOORNE"
"2017"	"F.ALONSO"
"2017"	"J.BUTTON"
"2016"	"F.ALONSO"
"2016"	"J.BUTTON"
"2016"	"S.VANDOORNE"
"2015"	"F.ALONSO"
"2015"	"K.MAGNUSSEN"
"2015"	"J.BUTTON"
"2014"	"K.MAGNUSSEN"
"2014"	"J.BUTTON"
"2013"	"J.BUTTON"
"2013"	"S.PEREZ"
"2012"	"J.BUTTON"
"2012"	"L.HAMILTON"
"2011"	"L.HAMILTON"
"2011"	"J.BUTTON"
"2010"	"J.BUTTON"
"2010"	"L.HAMILTON"
"2009"	"L.HAMILTON"
"2009"	"H.KOVALAINEN"
"2008"	"L.HAMILTON"
"2008"	"H.KOVALAINEN"
"2007"	"F.ALONSO"
"2007"	"L.HAMILTON"
"2006"	"K.RAIKKONEN"
"2006"	"J.MONTOYA"
"2006"	"P.De La ROSA"
"2005"	"K.RAIKKONEN"
"2005"	"J.MONTOYA"
"2005"	"P.De La ROSA"
"2005"	"A.WURZ"
"2004"	"D.COULTHARD"
"2004"	"K.RAIKKONEN"
"2003"	"D.COULTHARD"
"2003"	"K.RAIKKONEN"
"2002"	"D.COULTHARD"
"2002"	"K.RAIKKONEN"
"2001"	"M.HAKKINEN"
"2001"	"D.COULTHARD"
"2000"	"M.HAKKINEN"
"2000"	"D.COULTHARD"
"1999"	"M.HAKKINEN"
"1999"	"D.COULTHARD"
"1998"	"D.COULTHARD"
"1998"	"M.HAKKINEN"
"1997"	"M.HAKKINEN"
"1997"	"D.COULTHARD"
"1996"	"M.HAKKINEN"
"1996"	"D.COULTHARD"
"1995"	"M.BLUNDELL"
"1995"	"N.MANSELL"
"1995"	"J.MAGNUSSEN"
"1995"	"M.HAKKINEN"
"1994"	"M.HAKKINEN"
"1994"	"P.ALLIOT"
"1994"	"M.BRUNDLE"
"1993"	"M.ANDRETTI"
"1993"	"M.HAKKINEN"
"1993"	"A.SENNA"
"1992"	"A.SENNA"
"1992"	"G.BERGER"
"1991"	"A.SENNA"
"1991"	"G.BERGER"
"1990"	"A.SENNA"
"1990"	"G.BERGER"
"1989"	"A.SENNA"
"1989"	"A.PROST"
"1988"	"A.PROST"
"1988"	"A.SENNA"
"1987"	"A.PROST"
"1987"	"S.JOHANSSON"
"1986"	"A.PROST"
"1986"	"K.ROSBERG"
"1985"	"J.WATSON"
"1985"	"N.LAUDA"
"1985"	"A.PROST"
"1984"	"A.PROST"
"1984"	"N.LAUDA"
"1984"	"S.BELLOF"
"1983"	"J.WATSON"
"1983"	"N.LAUDA"
"1983"	"S.BELLOF"
"1982"	"J.WATSON"
"1982"	"N.LAUDA"
"1981"	"J.WATSON"
"1981"	"A.De CESARIS"
"1980"	"J.WATSON"
"1980"	"S.SOUTH"
"1980"	"A.PROST"
"1979"	"J.WATSON"
"1979"	"P.TAMBAY"
"1978"	"J.HUNT"
"1978"	"P.TAMBAY"
"1978"	"N.PIQUET"
"1978"	"B.LUNGER"
"1978"	"B.GIACOMELLI"
"1978"	"E.De VILLOTA"
"1978"	"T.TRIMMER"
"1977"	"J.HUNT"
"1977"	"J.MASS"
"1977"	"B.GIACOMELLI"
"1977"	"B.LUNGER"
"1977"	"E.De VILLOTA"
"1977"	"G.VILLENEUVE"
"1976"	"J.HUNT"
"1976"	"J.MASS"
"1975"	"E.FITTIPALDI"
"1975"	"J.MASS"
"1975"	"D.CHARLTON"
"1974"	"E.FITTIPALDI"
"1974"	"D.HULME"
"1974"	"D.CHARLTON"
"1974"	"J.MASS"
"1974"	"D.HOBBS"
"1974"	"M.HAILWOOD"
"1973"	"J.SCHECKTER"
"1973"	"D.HULME"
"1973"	"P.REVSON"
"1973"	"J.ICKX"
"1972"	"D.HULME"
"1972"	"B.REDMAN"
"1972"	"P.REVSON"
"1972"	"J.SCHECKTER"
"1971"	"D.HULME"
"1971"	"M.DONOHUE"
"1971"	"P.GETHIN"
"1971"	"J.OLIVER"
"1971"	"J.BONNIER"
"1971"	"H.MARKO"
"1971"	"D.HOBBS"
"1970"	"D.HULME"
"1970"	"B.McLAREN"
"1970"	"P.GETHIN"
"1970"	"J.SURTEES"
"1970"	"A.De ADAMICH"
"1970"	"D.GURNEY"
"1970"	"T.TAYLOR"
"1970"	"J.BONNIER"
"1970"	"N.GALLI"
"1969"	"D.HULME"
"1969"	"B.McLAREN"
"1969"	"V.ELFORD"
"1969"	"B.Van ROOYEN"
"1969"	"D.BELL"
"1968"	"D.HULME"
"1968"	"B.McLAREN"
"1968"	"J.BONNIER"
"1968"	"D.GURNEY"
"1968"	"K.St JOHN"
"1967"	"B.McLAREN"
"1967"	"T.TAYLOR"
"1966"	"C.AMON"
"1966"	"B.McLAREN"
