"year"	"name"
"1982"	"R.GUERRERO"
"1981"	"R.LONDONO"
"1981"	"E.SALAZAR"
"1981"	"M.SURER"
"1980"	"T.NEEDELL"
"1980"	"J.LAMMERS"
"1980"	"C.REGAZZONI"
"1980"	"G.LEES"
"1979"	"M.SURER"
"1979"	"P.GAILLARD"
"1979"	"D.DALY"
"1978"	"N.PIQUET"
"1978"	"D.DALY"
"1978"	"L.LEONI"
"1978"	"D.ONGAIS"
"1978"	"J.ICKX"
"1978"	"B.De DRYVER"
"1978"	"G.LEES"
"1978"	"B.LUNGER"
"1978"	"H.ERTL"
"1977"	"J.ICKX"
"1977"	"C.REGAZZONI"
"1977"	"P.TAMBAY"
"1976"	"H.BINDER"
"1976"	"P.NEVE"
"1976"	"J.ICKX"
"1976"	"C.AMON"
"1976"	"A.BERNARDO"
"1975"	"G.Van LENNEP"
"1975"	"R.WUNDERINK"
"1975"	"C.AMON"
"1974"	"M.WILDS"
"1974"	"V.SCHUPPAN"
"1974"	"R.Von OPEL"
"1973"	"R.Von OPEL"
