"year"	"name"
"1956"	"D.WILSON"
"1955"	"J.KAY"
"1954"	"C.WEYANT"
"1953"	"G.FONDER"
"1951"	"B.LEVRETT"
"1951"	"G.REID"
"1951"	"R.KNEPPER"
