"year"	"name"
"1991"	"N.HATTORI"
"1991"	"P.CHAVES"
"1990"	"B.GACHOT"
"1989"	"R.MORENO"
"1989"	"E.BERTAGGIA"
"1989"	"P.RAPHANEL"
"1988"	"G.TARQUINI"
"1987"	"N.LARINI"
