"year"	"name"
"2010"	"N.HEIDFELD"
"2010"	"P.De La ROSA"
"2010"	"K.KOBAYASHI"
"2009"	"R.KUBICA"
"2009"	"N.HEIDFELD"
"2008"	"N.HEIDFELD"
"2008"	"R.KUBICA"
"2007"	"N.HEIDFELD"
"2007"	"S.VETTEL"
"2007"	"R.KUBICA"
"2006"	"N.HEIDFELD"
"2006"	"R.KUBICA"
"2006"	"J.VILLENEUVE"
"2006"	"S.VETTEL"
