"year"	"name"
"2018"	"S.PEREZ"
"2018"	"E.OCON"
"2018"	"N.LATIFI"
"2017"	"S.PEREZ"
"2017"	"E.OCON"
"2017"	"A.CELIS"
"2017"	"G.RUSSELL"
"2016"	"S.PEREZ"
"2016"	"N.HULKENBERG"
"2016"	"A.CELIS"
"2015"	"S.PEREZ"
"2015"	"N.HULKENBERG"
"2014"	"S.PEREZ"
"2014"	"N.HULKENBERG"
"2014"	"D.JUNCADELLA"
"2013"	"P.Di RESTA"
"2013"	"J.CALADO"
"2013"	"A.SUTIL"
"2012"	"P.Di RESTA"
"2012"	"J.BIANCHI"
"2012"	"N.HULKENBERG"
"2011"	"N.HULKENBERG"
"2011"	"A.SUTIL"
"2011"	"P.Di RESTA"
"2010"	"P.Di RESTA"
"2010"	"A.SUTIL"
"2010"	"V.LIUZZI"
"2009"	"A.SUTIL"
"2009"	"V.LIUZZI"
"2009"	"G.FISICHELLA"
"2008"	"A.SUTIL"
"2008"	"G.FISICHELLA"
