"year"	"name"
"2018"	"M.ERICSSON"
"2018"	"C.LECLERC"
"2018"	"A.GIOVINAZZI"
"2017"	"M.ERICSSON"
"2017"	"A.GIOVINAZZI"
"2017"	"C.LECLERC"
"2017"	"P.WEHRLEIN"
"2016"	"M.ERICSSON"
"2016"	"F.NASR"
"2015"	"M.ERICSSON"
"2015"	"F.NASR"
"2015"	"R.MARCIELLO"
"2014"	"E.GUTIERREZ"
"2014"	"G.Van Der GARDE"
"2014"	"S.SIROTKIN"
"2014"	"A.FONG"
"2014"	"A.SUTIL"
"2013"	"N.HULKENBERG"
"2013"	"E.GUTIERREZ"
"2012"	"K.KOBAYASHI"
"2012"	"S.PEREZ"
"2012"	"E.GUTIERREZ"
"2011"	"K.KOBAYASHI"
"2011"	"S.PEREZ"
"2011"	"P.De La ROSA"
"2005"	"J.VILLENEUVE"
"2005"	"F.MASSA"
"2004"	"G.FISICHELLA"
"2004"	"F.MASSA"
"2003"	"N.HEIDFELD"
"2003"	"H.FRENTZEN"
"2002"	"N.HEIDFELD"
"2002"	"F.MASSA"
"2002"	"H.FRENTZEN"
"2001"	"N.HEIDFELD"
"2001"	"K.RAIKKONEN"
"2000"	"P.DINIZ"
"2000"	"M.SALO"
"1999"	"J.ALESI"
"1999"	"P.DINIZ"
"1998"	"J.ALESI"
"1998"	"J.HERBERT"
"1997"	"J.HERBERT"
"1997"	"N.FONTANA"
"1997"	"G.MORBIDELLI"
"1997"	"N.LARINI"
"1996"	"J.HERBERT"
"1996"	"H.FRENTZEN"
"1995"	"J.BOULLION"
"1995"	"K.WENDLINGER"
"1995"	"H.FRENTZEN"
"1994"	"K.WENDLINGER"
"1994"	"J.LEHTO"
"1994"	"A.De CESARIS"
"1994"	"H.FRENTZEN"
"1993"	"K.WENDLINGER"
"1993"	"J.LEHTO"
