"year"	"name"
"1964"	"C.GODIN de BEAUFORT"
"1963"	"C.GODIN de BEAUFORT"
"1963"	"G.MITTER"
"1963"	"C.ABATE"
"1962"	"J.BONNIER"
"1962"	"D.GURNEY"
"1962"	"C.DAVIS"
"1962"	"C.GODIN de BEAUFORT"
"1962"	"H.SCHILLER"
"1962"	"P.HILL"
"1962"	"B.PON"
"1962"	"R.SLOTEMAKER"
"1962"	"N.VACCARELLA"
"1962"	"H.WALTER"
"1961"	"J.BONNIER"
"1961"	"D.GURNEY"
"1961"	"H.HERRMANN"
"1961"	"C.GODIN de BEAUFORT"
"1961"	"E.BARTH"
"1960"	"M.GREGORY"
"1960"	"E.BARTH"
"1960"	"H.HERRMANN"
"1960"	"F.GAMBLE"
"1959"	"W.SEIDEL"
"1959"	"M.De FILIPPIS"
"1959"	"J.BEHRA"
"1959"	"W.von TRIPS"
"1959"	"J.BEHRA"
"1959"	"C.GODIN de BEAUFORT"
"1959"	"H.BLANCHARD"
"1958"	"C.GODIN de BEAUFORT"
