"year"	"name"
"1997"	"V.SOSPIRI"
"1997"	"R.ROSSET"
"1993"	"M.ALBORETO"
"1993"	"L.BADOER"
"1991"	"B.GACHOT"
"1991"	"E.BERNARD"
"1991"	"A.SUZUKI"
"1990"	"E.BERNARD"
"1990"	"A.SUZUKI"
"1989"	"E.BERNARD"
"1989"	"Y.DALMAS"
"1989"	"M.ALBORETO"
"1989"	"P.ALLIOT"
"1988"	"A.SUZUKI"
"1988"	"Y.DALMAS"
"1988"	"P.RAPHANEL"
"1988"	"P.ALLIOT"
"1987"	"Y.DALMAS"
"1987"	"P.ALLIOT"
"1986"	"A.JONES"
"1986"	"P.TAMBAY"
"1986"	"E.CHEEVER"
"1985"	"A.JONES"
"1975"	"G.HILL"
"1975"	"F.MIGAULT"
"1975"	"R.STOMMELEN"
"1974"	"G.HILL"
"1974"	"G.EDWARDS"
"1974"	"P.GETHIN"
"1974"	"R.STOMMELEN"
"1968"	"H.HAHNE"
"1968"	"J.de BAGRATION"
"1967"	"H.HAHNE"
"1963"	"C.AMON"
"1963"	"M.GREGORY"
"1963"	"M.TRINTIGNANT"
"1963"	"L.BIANCHI"
"1963"	"B.ANDERSON"
"1963"	"J.CAMPBELL-JONES"
"1963"	"M.HAILWOOD"
"1962"	"J.SURTEES"
"1962"	"R.SALVADORI"
