"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Lewis"	"Hamilton"	"HAM"	"Mercedes"
"2"	"Nico"	"Rosberg"	"ROS"	"Mercedes"
"3"	"Sergio"	"Perez"	"PER"	"Force India Mercedes"
"4"	"Daniel"	"Ricciardo"	"RIC"	"Red Bull Racing Renault"
"5"	"Nico"	"Hulkenberg"	"HUL"	"Force India Mercedes"
"6"	"Sebastian"	"Vettel"	"VET"	"Red Bull Racing Renault"
"7"	"Felipe"	"Massa"	"MAS"	"Williams Mercedes"
"8"	"Valtteri"	"Bottas"	"BOT"	"Williams Mercedes"
"9"	"Fernando"	"Alonso"	"ALO"	"Ferrari"
"10"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"11"	"Daniil"	"Kvyat"	"KVY"	"STR Renault"
"12"	"Romain"	"Grosjean"	"GRO"	"Lotus Renault"
"13"	"Max"	"Chilton"	"CHI"	"Marussia Ferrari"
"14"	"Pastor"	"Maldonado"	"MAL"	"Lotus Renault"
"15"	"Kamui"	"Kobayashi"	"KOB"	"Caterham Renault"
"16"	"Jules"	"Bianchi"	"BIA"	"Marussia Ferrari"
"17"	"Jenson"	"Button"	"BUT"	"McLaren Mercedes"
"NC"	"Kevin"	"Magnussen"	"MAG"	"McLaren Mercedes"
"NC"	"Esteban"	"Gutierrez "	"GUT"	"Sauber Ferrari"
"NC"	"Marcus"	"Ericsson"	"ERI"	"Caterham Renault"
"NC"	"Jean-Eric"	"Vergne"	"VER"	"STR Renault"
"NC"	"Adrian"	"Sutil"	"SUT"	"Sauber Ferrari"
