"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Lewis"	"Hamilton"	"HAM"	"Mercedes"
"2"	"Nico"	"Rosberg"	"ROS"	"Mercedes"
"3"	"Daniel"	"Ricciardo"	"RIC"	"Red Bull Racing Renault"
"4"	"Sebastian"	"Vettel"	"VET"	"Red Bull Racing Renault"
"5"	"Valtteri"	"Bottas"	"BOT"	"Williams Mercedes"
"6"	"Fernando"	"Alonso"	"ALO"	"Ferrari"
"7"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"8"	"Romain"	"Grosjean"	"GRO"	"Lotus Renault"
"9"	"Sergio"	"Perez"	"PER"	"Force India Mercedes"
"10"	"Nico"	"Hulkenberg"	"HUL"	"Force India Mercedes"
"11"	"Jenson"	"Button"	"BUT"	"McLaren Mercedes"
"12"	"Kevin"	"Magnussen"	"MAG"	"McLaren Mercedes"
"13"	"Felipe"	"Massa"	"MAS"	"Williams Mercedes"
"14"	"Daniil"	"Kvyat"	"KVY"	"STR Renault"
"15"	"Pastor"	"Maldonado"	"MAL"	"Lotus Renault"
"16"	"Esteban"	"Gutierrez "	"GUT"	"Sauber Ferrari"
"17"	"Adrian"	"Sutil"	"SUT"	"Sauber Ferrari"
"18"	"Jules"	"Bianchi"	"BIA"	"Marussia Ferrari"
"19"	"Max"	"Chilton"	"CHI"	"Marussia Ferrari"
"20"	"Marcus"	"Ericsson"	"ERI"	"Caterham Renault"
"NC"	"Kamui"	"Kobayashi"	"KOB"	"Caterham Renault"
"NC"	"Jean-Eric"	"Vergne"	"VER"	"STR Renault"
