"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Daniel"	"Ricciardo"	"RIC"	"Red Bull Racing Renault"
"2"	"Fernando"	"Alonso"	"ALO"	"Ferrari"
"3"	"Lewis"	"Hamilton"	"HAM"	"Mercedes"
"4"	"Nico"	"Rosberg"	"ROS"	"Mercedes"
"5"	"Felipe"	"Massa"	"MAS"	"Williams Mercedes"
"6"	"Kimi"	"Räikkönen"	"RAI"	"Ferrari"
"7"	"Sebastian"	"Vettel"	"VET"	"Red Bull Racing Renault"
"8"	"Valtteri"	"Bottas"	"BOT"	"Williams Mercedes"
"9"	"Jean-Eric"	"Vergne"	"VER"	"STR Renault"
"10"	"Jenson"	"Button"	"BUT"	"McLaren Mercedes"
"11"	"Adrian"	"Sutil"	"SUT"	"Sauber Ferrari"
"12"	"Kevin"	"Magnussen"	"MAG"	"McLaren Mercedes"
"13"	"Pastor"	"Maldonado"	"MAL"	"Lotus Renault"
"14"	"Daniil"	"Kvyat"	"KVY"	"STR Renault"
"15"	"Jules"	"Bianchi"	"BIA"	"Marussia Ferrari"
"16"	"Max"	"Chilton"	"CHI"	"Marussia Ferrari"
"NC"	"Esteban"	"Gutierrez "	"GUT"	"Sauber Ferrari"
"NC"	"Kamui"	"Kobayashi"	"KOB"	"Caterham Renault"
"NC"	"Sergio"	"Perez"	"PER"	"Force India Mercedes"
"NC"	"Nico"	"Hulkenberg"	"HUL"	"Force India Mercedes"
"NC"	"Romain"	"Grosjean"	"GRO"	"Lotus Renault"
"NC"	"Marcus"	"Ericsson"	"ERI"	"Caterham Renault"
