"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Carlos"	"Reutemann"	"REU"	"Ferrari"
"2"	"Mario"	"Andretti"	"AND"	"Lotus Ford"
"3"	"Patrick"	"Depailler"	"DEP"	"Tyrrell Ford"
"4"	"Ronnie"	"Peterson"	"PET"	"Lotus Ford"
"5"	"Jacques"	"Laffite"	"LAF"	"Ligier Matra"
"6"	"Riccardo"	"Patrese"	"PAT"	"Arrows Ford"
"7"	"Alan "	"Jones"	"JON"	"Williams Ford"
"8"	"Emerson"	"Fittipaldi"	"FIT"	"Fittipaldi Ford"
"9"	"Rolf"	"Stommelen"	"STO"	"Arrows Ford"
"10"	"Clay"	"Regazzoni"	"REG"	"Shadow Ford"
"11"	"Jean-Pierre"	"Jarier"	"JAR"	"ATS Ford"
"12"	"Patrick"	"Tambay"	"TAM"	"McLaren Ford"
"NC"	"Jody"	"Scheckter"	"SCH"	"Wolf Ford"
"NC"	"Vittorio"	"Brambilla"	"BRA"	"Surtees Ford"
"NC"	"Jean-Pierre"	"Jabouille"	"JAB"	"Renault"
"NC"	"Gilles"	"Villeneuve"	"VIL"	"Ferrari"
"NC"	"Niki"	"Lauda"	"LAU"	"Brabham Alfa Romeo"
"NC"	"Didier"	"Pironi"	"PIR"	"Tyrrell Ford"
"NC"	"Arturo"	"Merzario"	"MER"	"Merzario Ford"
"NC"	"Jochen"	"Mass"	"MAS"	"ATS Ford"
"NC"	"John"	"Watson"	"WAT"	"Brabham Alfa Romeo"
"NC"	"James"	"Hunt"	"HUN"	"McLaren Ford"
"NC"	"Rupert"	"Keegan"	"KEE"	"Surtees Ford"
"NC"	"Hans-Joachim"	"Stuck"	"STU"	"Shadow Ford"
