"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Mario"	"Andretti"	"AND"	"Lotus Ford"
"2"	"Ronnie"	"Peterson"	"PET"	"Lotus Ford"
"3"	"Carlos"	"Reutemann"	"REU"	"Ferrari"
"4"	"Gilles"	"Villeneuve"	"VIL"	"Ferrari"
"5"	"Jacques"	"Laffite"	"LAF"	"Ligier Matra"
"6"	"Didier"	"Pironi"	"PIR"	"Tyrrell Ford"
"7"	"Brett"	"Lunger"	"LUN"	"McLaren Ford"
"8"	"Bruno"	"Giacomelli"	"GIA"	"McLaren Ford"
"9"	"Rene"	"Arnoux"	"ARN"	"Martini Ford"
"10"	"Alan "	"Jones"	"JON"	"Williams Ford"
"11"	"Jochen"	"Mass"	"MAS"	"ATS Ford"
"12"	"Jacky"	"Ickx"	"ICK"	"Ensign Ford"
"13"	"Vittorio"	"Brambilla"	"BRA"	"Surtees Ford"
"NC"	"Hans-Joachim"	"Stuck"	"STU"	"Shadow Ford"
"NC"	"Jean-Pierre"	"Jabouille"	"JAB"	"Renault"
"NC"	"Jody"	"Scheckter"	"SCH"	"Wolf Ford"
"NC"	"Patrick"	"Depailler"	"DEP"	"Tyrrell Ford"
"NC"	"Clay"	"Regazzoni"	"REG"	"Shadow Ford"
"NC"	"Riccardo"	"Patrese"	"PAT"	"Arrows Ford"
"NC"	"Rolf"	"Stommelen"	"STO"	"Arrows Ford"
"NC"	"John"	"Watson"	"WAT"	"Brabham Alfa Romeo"
"NC"	"Emerson"	"Fittipaldi"	"FIT"	"Fittipaldi Ford"
"NC"	"James"	"Hunt"	"HUN"	"McLaren Ford"
"NC"	"Niki"	"Lauda"	"LAU"	"Brabham Alfa Romeo"
