"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Jack"	"Brabham"	"BRA"	"Brabham Repco"
"2"	"Denny"	"Hulme"	"HUL"	"Brabham Repco"
"3"	"Graham"	"Hill"	"HIL"	"BRM"
"4"	"Jim"	"Clark"	"CLA"	"Lotus Climax"
"5"	"Jochen"	"Rindt"	"RIN"	"Cooper Maserati"
"6"	"Bruce"	"McLaren"	"MCL"	"McLaren Serenissima"
"7"	"Chris  "	"Irwin"	"IRW"	"Brabham Climax"
"8"	"John "	"Taylor "	"TAY"	"Brabham BRM"
"9"	"Bob"	"Bondurant"	"BON"	"BRM"
"10"	"Guy "	"Ligier "	"LIG"	"Cooper Maserati"
"11"	"Chris "	"Lawrence "	"LAW"	"Cooper Ferrari"
"NC"	"Jo"	"Siffert"	"SIF"	"Cooper Maserati"
"NC"	"Bob"	"Anderson"	"AND"	"Brabham Climax"
"NC"	"John"	"Surtees"	"SUR"	"Cooper Maserati"
"NC"	"Jo"	"Bonnier"	"BON"	"Brabham Climax"
"NC"	"Peter "	"Arundell "	"ARU"	"Lotus BRM"
"NC"	"Jackie"	"Stewart"	"STE"	"BRM"
"NC"	"Mike"	"Spence"	"SPE"	"Lotus BRM"
"NC"	"Dan"	"Gurney"	"GUR"	"Eagle Climax"
"NC"	"Trevor "	"Taylor "	"TAY"	"Shannon Climax"
