"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Jimmy"	"Bryan"	"BRY"	"Epperly Offenhauser"
"2"	"George "	"Amick"	"AMI"	"Epperly Offenhauser"
"3"	"Johnny "	"Boyd"	"BOY"	"Kurtis Kraft Offenhauser"
"4"	"Tony "	"Bettenhausen"	"BET"	"Epperly Offenhauser"
"5"	"Jim"	"Rathmann"	"RAT"	"Epperly Offenhauser"
"6"	"Jimmy"	"Reece"	"REE"	"Watson Offenhauser"
"7"	"Don "	"Freeland"	"FRE"	"Phillips Offenhauser"
"8"	"Jud "	"Larson"	"LAR"	"Watson Offenhauser"
"9"	"Eddie"	"Johnson"	"JOH"	"Kurtis Kraft Offenhauser"
"10"	"Bill "	"Cheesbourg"	"CHE"	"Kurtis Kraft Novi"
"11"	"Al "	"Keller"	"KEL"	"Kurtis Kraft Offenhauser"
"12"	"Johnnie "	"Parsons"	"PAR"	"Kurtis Kraft Offenhauser"
"13"	"Johnnie "	"Tolan"	"TOL"	"Kuzma Offenhauser"
"14"	"Bob "	"Christie"	"CHR"	"Kurtis Kraft Offenhauser"
"15"	"Dempsey "	"Wilson"	"WIL"	"Kuzma Offenhauser"
"16"	"Anthony Joseph"	"Foyt"	"FOY"	"Kuzma Offenhauser"
"17"	"Mike "	"Magill"	"MAG"	"Kurtis Kraft Offenhauser"
"18"	"Paul"	"Russo"	"RUS"	"Kurtis Kraft Novi"
"19"	"Shorty "	"Templeman"	"TEM"	"Kurtis Kraft Offenhauser"
"20"	"Rodger"	"Ward"	"WAR"	"Lesovsky Offenhauser"
"21"	"Billy "	"Garrett"	"GAR"	"Kurtis Kraft Offenhauser"
"22"	"Eddie "	"Sachs"	"SAC"	"Kuzma Offenhauser"
"23"	"Johnny"	"Thomson"	"THO"	"Kurtis Kraft Offenhauser"
"24"	"Chuck "	"Weyant"	"WEY"	"Dunn Offenhauser"
"25"	"Jack "	"Turner"	"TUR"	"Lesovsky Offenhauser"
"26"	"Bob "	"Veith"	"VEI"	"Kurtis Kraft Offenhauser"
"27"	"Dick"	"Rathmann"	"RAT"	"Watson Offenhauser"
"28"	"Ed "	"Elisian"	"ELI"	"Watson Offenhauser"
"29"	"Pat "	"O'Connor"	"O'C"	"Kurtis Kraft Offenhauser"
"30"	"Paul"	"Goldsmith"	"GOL"	"Kurtis Kraft Offenhauser"
"31"	"Jerry "	"Unser"	"UNS"	"Kurtis Kraft Offenhauser"
"32"	"Len "	"Sutton"	"SUT"	"Kurtis Kraft Offenhauser"
"33"	"Art "	"Bisch"	"BIS"	"Kuzma Offenhauser"
