"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Ayrton"	"Senna"	"SEN"	"McLaren Honda"
"2"	"Alain"	"Prost"	"PRO"	"McLaren Honda"
"3"	"Alessandro"	"Nannini"	"NAN"	"Benetton Ford"
"4"	"Nigel"	"Mansell"	"MAN"	"Ferrari"
"5"	"Martin"	"Brundle"	"BRU"	"Brabham Judd"
"6"	"Alex"	"Caffi"	"CAF"	"Dallara Ford"
"7"	"Stefano"	"Modena"	"MOD"	"Brabham Judd"
"8"	"Gerhard"	"Berger"	"BER"	"Ferrari"
"9"	"Michele"	"Alboreto"	"ALB"	"Tyrrell Ford"
"10"	"Derek"	"Warwick"	"WAR"	"Arrows Ford"
"11"	"Ivan"	"Capelli"	"CAP"	"March Judd"
"12"	"Philippe"	"Alliot"	"ALL"	"Lola Lamborghini"
"13"	"Andrea"	"de Cesaris"	"DEC"	"Dallara Ford"
"14"	"Riccardo"	"Patrese"	"PAT"	"Williams Renault"
"15"	"Pierluigi"	"Martini"	"MAR"	"Minardi Ford"
"16"	"Thierry"	"Boutsen"	"BOU"	"Williams Renault"
"17"	"Eddie "	"Cheever"	"CHE"	"Arrows Ford"
"18"	"Mauricio"	"Gugelmin"	"GUG"	"March Judd"
"19"	"Stefan"	"Johansson"	"JOH"	"Onyx Ford"
"20"	"Luis"	"Perez-Sala"	"PER"	"Minardi Ford"
"21"	"Jonathan "	"Palmer"	"PAL"	"Tyrrell Ford"
"22"	"Nelson"	"Piquet"	"PIQ"	"Lotus Judd"
"23"	"Satoru"	"Nakajima"	"NAK"	"Lotus Judd"
"24"	"Gabriele"	"Tarquini"	"TAR"	"AGS Ford"
"25"	"Johnny"	"Herbert"	"HER"	"Benetton Ford"
"26"	"Christian"	"Danner"	"DAN"	"Rial Ford"
