"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"John"	"Surtees"	"SUR"	"Ferrari"
"2"	"Jochen"	"Rindt"	"RIN"	"Cooper Maserati"
"3"	"Jackie"	"Stewart"	"STE"	"BRM"
"4"	"Jack"	"Brabham"	"BRA"	"Brabham Climax"
"5"	"Lorenzo"	"Bandini"	"BAN"	"Ferrari"
"6"	"Jo"	"Bonnier"	"BON"	"Brabham Climax"
"7"	"Mike"	"Spence"	"SPE"	"Lotus BRM"
"8"	"Richie"	"Ginther"	"GIN"	"Cooper Maserati"
"9"	"Graham"	"Hill"	"HIL"	"BRM"
"10"	"Jim"	"Clark"	"CLA"	"Lotus Climax"
"11"	"Bob"	"Bondurant"	"BON"	"BRM"
"12"	"Guy "	"Ligier "	"LIG"	"Cooper Maserati"
"13"	"Denny"	"Hulme"	"HUL"	"Brabham Climax"
"14"	"Jo"	"Siffert"	"SIF"	"Cooper Maserati"
"15"	"Dan"	"Gurney"	"GUR"	"Eagle Climax"
