"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Jim"	"Clark"	"CLA"	"Lotus Climax"
"2"	"John"	"Surtees"	"SUR"	"Cooper Maserati"
"3"	"Jackie"	"Stewart"	"STE"	"BRM"
"4"	"Ludovico"	"Scarfiotti"	"SCA"	"Ferrari"
"5"	"Jack"	"Brabham"	"BRA"	"Brabham Climax"
"6"	"Lorenzo"	"Bandini"	"BAN"	"Ferrari"
"7"	"Mike "	"Parkes "	"PAR"	"Ferrari"
"8"	"Dan"	"Gurney"	"GUR"	"Eagle Climax"
"9"	"Jochen"	"Rindt"	"RIN"	"Cooper Maserati"
"10"	"Graham"	"Hill"	"HIL"	"BRM"
"11"	"Bob"	"Bondurant"	"BON"	"BRM"
"12"	"Jo"	"Bonnier"	"BON"	"Brabham Climax"
"13"	"Mike"	"Spence"	"SPE"	"Lotus BRM"
"14"	"Bob"	"Anderson"	"AND"	"Brabham Climax"
"15"	"Denny"	"Hulme"	"HUL"	"Brabham Climax"
"16"	"Jacky"	"Ickx"	"ICK"	"Matra Cosworth"
"17"	"Peter "	"Arundell "	"ARU"	"Lotus Climax"
"18"	"Jean-Pierre"	"Beltoise"	"BEL"	"Matra Cosworth"
"19"	"Jo "	"Schlesser "	"SCH"	"Matra Cosworth"
"20"	"Pedro"	"Rodriguez"	"ROD"	"Lotus Climax"
"21"	"Kurt "	"Ahrens "	"AHR"	"Brabham Climax"
"22"	"Hans "	"Herrmann"	"HER"	"Brabham Climax"
"23"	"Piers  "	"Courage"	"COU"	"Lotus Climax"
"24"	"Alan "	"Rees "	"REE"	"Brabham Climax"
"25"	"John "	"Taylor "	"TAY"	"Brabham BRM"
"26"	"Chris "	"Lawrence "	"LAW"	"Cooper Ferrari"
"27"	"Hubert "	"Hahne "	"HAH"	"Matra Cosworth"
