"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Mike "	"Parkes "	"PAR"	"Ferrari"
"2"	"Ludovico"	"Scarfiotti"	"SCA"	"Ferrari"
"3"	"Jim"	"Clark"	"CLA"	"Lotus Climax"
"4"	"John"	"Surtees"	"SUR"	"Cooper Maserati"
"5"	"Lorenzo"	"Bandini"	"BAN"	"Ferrari"
"6"	"Jack"	"Brabham"	"BRA"	"Brabham Climax"
"7"	"Richie"	"Ginther"	"GIN"	"Honda"
"8"	"Jochen"	"Rindt"	"RIN"	"Cooper Maserati"
"9"	"Jackie"	"Stewart"	"STE"	"BRM"
"10"	"Denny"	"Hulme"	"HUL"	"Brabham Climax"
"11"	"Graham"	"Hill"	"HIL"	"BRM"
"12"	"Jo"	"Bonnier"	"BON"	"Brabham Climax"
"13"	"Peter "	"Arundell "	"ARU"	"Lotus Climax"
"14"	"Mike"	"Spence"	"SPE"	"Lotus BRM"
"15"	"Bob"	"Anderson"	"AND"	"Brabham Climax"
"16"	"Giancarlo"	"Baghetti"	"BAG"	"Lotus BRM"
"17"	"Jo"	"Siffert"	"SIF"	"Cooper Maserati"
"18"	"Bob"	"Bondurant"	"BON"	"BRM"
"19"	"Dan"	"Gurney"	"GUR"	"Eagle Climax"
"20"	"Giacomo"	"Russo"	"RUS"	"Lotus Climax"
