"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"James"	"Hunt"	"HUN"	"McLaren Ford"
"2"	"John"	"Watson"	"WAT"	"Penske Ford"
"3"	"Ronnie"	"Peterson"	"PET"	"March Ford"
"4"	"Gunnar"	"Nilsson"	"NIL"	"Lotus Ford"
"5"	"Jacques"	"Laffite"	"LAF"	"Ligier Matra"
"6"	"Tom"	"Pryce"	"PRY"	"Shadow Ford"
"7"	"Vittorio"	"Brambilla"	"BRA"	"March Ford"
"8"	"Carlos"	"Pace"	"PAC"	"Brabham Alfa Romeo"
"9"	"Mario"	"Andretti"	"AND"	"Lotus Ford"
"10"	"Jody"	"Scheckter"	"SCH"	"Tyrrell Ford"
"11"	"Hans-Joachim"	"Stuck"	"STU"	"March Ford"
"12"	"Jochen"	"Mass"	"MAS"	"McLaren Ford"
"13"	"Patrick"	"Depailler"	"DEP"	"Tyrrell Ford"
"14"	"Carlos"	"Reutemann"	"REU"	"Brabham Alfa Romeo"
"15"	"Alan "	"Jones"	"JON"	"Surtees Ford"
"16"	"Brett"	"Lunger"	"LUN"	"Surtees Ford"
"17"	"Emerson"	"Fittipaldi"	"FIT"	"Fittipaldi Ford"
"18"	"Jean-Pierre"	"Jarier"	"JAR"	"Shadow Ford"
"19"	"Hans"	"Binder"	"BIN"	"Ensign Ford"
"20"	"Harald"	"Ertl"	"ERT"	"Hesketh Ford"
"21"	"Arturo"	"Merzario"	"MER"	"Wolf-Williams"
"22"	"Henri"	"Pescarolo"	"PES"	"Surtees Ford"
"23"	"Alessandro"	"Pesenti-Rossi"	"PES"	"Tyrrell Ford"
"24"	"Lella"	"Lombardi"	"LOM"	"Brabham Ford"
"25"	"Loris"	"Kessel"	"KES"	"Brabham Ford"
