"positions"	"names"
"1"	"Jo Bonnier"
"2"	"Jack Brabham"
"7"	"Masten Gregory"
"9"	"Innes Ireland"
"4"	"Jean Behra"
"12"	"Phil Hill"
"5"	"Graham Hill"
"11"	"Maurice Trintignant"
"15"	"Cliff Allison"
"14"	"Carel Godin de Beaufort"
"3"	"Stirling Moss"
"6"	"Harry Schell"
"8"	"Tony Brooks"
"10"	"Carroll Shelby"
"13"	"Roy Salvadori"
