"positions"	"names"
"1"	"Tony Brooks"
"3"	"Phil Hill"
"2"	"Jack Brabham"
"11"	"Olivier Gendebien"
"10"	"Bruce McLaren"
"13"	"Ron Flockhart"
"9"	"Harry Schell"
"21"	"Giorgio Scarlatti"
"20"	"Carel Godin de Beaufort"
"18"	"Fritz d'Orey"
"8"	"Maurice Trintignant"
"4"	"Stirling Moss"
"5"	"Jean Behra"
"16"	"Roy Salvadori"
"12"	"Dan Gurney"
"15"	"Innes Ireland"
"19"	"Ian Burgess"
"7"	"Masten Gregory"
"14"	"Graham Hill"
"17"	"Colin Davis"
"6"	"Jo Bonnier"
"<br>"	"Azdrubal Fontes"
