"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1954"	"1954 Indianapolis 500"	"Schroeder"	"26"	"31"	"Brakes"
"1954"	"1954 Indianapolis 500"	"Kurtis Kraft"	"33"	"19"	""
"1952"	"1952 Indianapolis 500"	"Sherman"	"13"	"15"	""
