"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1960"	"1960 Indianapolis 500"	"Lesovsky"	"17"	"5"	""
"1959"	"1959 Indianapolis 500"	"Lesovsky"	"1"	"3"	""
"1958"	"1958 Indianapolis 500"	"Kurtis Kraft"	"22"	"23"	"Steering"
"1957"	"1957 Indianapolis 500"	"Kuzma"	"11"	"12"	""
"1956"	"1956 Indianapolis 500"	"Kuzma"	"18"	"32"	"Spun Off"
"1955"	"1955 Indianapolis 500"	"Kuzma"	"33"	"4"	""
"1954"	"1954 Indianapolis 500"	"Nichels"	"4"	"24"	"Retirement"
"1953"	"1953 Indianapolis 500"	"Del Roy"	"33"	"32"	"Ignition"
"1953"	"1953 Indianapolis 500"	"Kurtis Kraft"	"18"	"19"	"Oil Leak"
"1959"	"1959 Indianapolis 500"	"Lesovsky"	"1"	"3"	""
"1959"	"1959 Indianapolis 500"	"Lesovsky"	"1"	"3"	""
