"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1953"	"1953 Swiss F1 GP"	"Ferrari"	"19"	"8"	""
"1952"	"1952 Swiss F1 GP"	"Simca"	"21"	"DNF"	"Magneto"
