"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1954"	"1954 Italian F1 GP"	"Gordini"	"18"	"6"	""
"1954"	"1954 Swiss F1 GP"	"Gordini"	"15"	"DNF"	"Transmission"
"1953"	"1953 Belgian F1 GP"	"Gordini"	"15"	"9"	""
