"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1964"	"1964 German F1 GP"	"Scirocco"	"0"	"DNQ"	"No Time"
"1964"	"1963 Belgian F1 GP"	"Scirocco"	"20"	"DNF"	"Engine"
"1964"	"1964 Monaco F1 GP"	"Scirocco"	"0"	"WD"	"No Time"
"1963"	"1963 Italian F1 GP"	"Team Lotus"	"0"	"DNQ"	"No Time"
"1963"	"1963 German F1 GP"	"Team Lotus"	"0"	"DNQ"	"No Time"
"1961"	"1961 Italian F1 GP"	"Emeryson"	"0"	"DNQ"	"No Time"
"1956"	"1956 German F1 GP"	"Gordini"	"18"	"DNS"	"Practice Accident"
"1956"	"1956 French F1 GP"	"Gordini"	"19"	"11"	""
"1956"	"1956 Belgian F1 GP"	"Ferrari"	"16"	"6"	""
"1956"	"1956 Monaco F1 GP"	"Gordini"	"11"	"6"	""
"1954"	"1954 German F1 GP"	"Gordini"	"20"	"DNF"	"Suspension"
"1954"	"1954 British F1 GP"	"Gordini"	"12"	"9"	""
"1954"	"1954 Belgian F1 GP"	"Gordini"	"8"	"5"	""
"1953"	"1953 Belgian F1 GP"	"Connaught"	"18"	"11"	""
"1951"	"1951 Belgian F1 GP"	"Talbot-Lago"	"12"	"6"	""
