"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1960"	"1960 Indianapolis 500"	"Watson"	"5"	"30"	"Engine"
"1959"	"1959 Indianapolis 500"	"Lesovsky"	"22"	"32"	"Accident"
"1958"	"1958 Indianapolis 500"	"Kurtis Kraft"	"27"	"32"	"Accident"
