"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1963"	"1963 USA F1 GP"	"Team Lotus"	"17"	"DNF"	"Gearbox"
"1960"	"1960 Indianapolis 500"	"Watson"	"3"	"2"	""
"1959"	"1959 USA F1 GP"	"Kurtis Kraft"	"19"	"DNF"	"Clutch"
"1959"	"1959 Indianapolis 500"	"Watson"	"6"	"1"	""
"1958"	"1958 Indianapolis 500"	"Lesovsky"	"11"	"20"	"Magneto"
"1957"	"1957 Indianapolis 500"	"Lesovsky"	"24"	"30"	"Compressor"
"1956"	"1956 Indianapolis 500"	"Kurtis Kraft"	"15"	"8"	""
"1955"	"1955 Indianapolis 500"	"Kuzma"	"30"	"28"	"Accident"
"1954"	"1954 Indianapolis 500"	"Pawl"	"16"	"22"	"Retirement"
"1953"	"1953 Indianapolis 500"	"Kurtis Kraft"	"10"	"16"	"Axle"
"1952"	"1952 Indianapolis 500"	"Kurtis Kraft"	"22"	"23"	"Oil Pressure"
"1951"	"1951 Indianapolis 500"	"Bromme"	"25"	"27"	"Oil Pipe"
"1960"	"1960 Indianapolis 500"	"Watson"	"3"	"2"	""
"1959"	"1959 Indianapolis 500"	"Watson"	"6"	"1"	""
