"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1957"	"1957 Argentine F1 GP"	"Ferrari"	"11"	"6"	""
"1956"	"1956 German F1 GP"	"Maserati"	"6"	"DNS"	"Practice Accident"
"1956"	"1956 British F1 GP"	"Maserati"	"15"	"7"	""
"1956"	"1956 French F1 GP"	"Maserati"	"13"	"5"	""
"1956"	"1956 Belgian F1 GP"	"Maserati"	"9"	"3"	""
"1956"	"1956 Monaco F1 GP"	"Maserati"	"7"	"7"	""
"1955"	"1955 Belgian F1 GP"	"Maserati"	"11"	"8"	""
"1955"	"1955 Monaco F1 GP"	"Maserati"	"11"	"DNF"	"Spun off"
"1955"	"1955 Monaco F1 GP"	"Maserati"	"5"	"3"	""
"1956"	"1956 Belgian F1 GP"	"Maserati"	"9"	"3"	""
"1955"	"1955 Monaco F1 GP"	"Maserati"	"5"	"3"	""
