"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1970"	"1970 German F1 GP"	"March"	"0"	"DNQ"	"No Time"
"1969"	"1969 German F1 GP"	"BMW"	"17"	"DNS"	"Non Starter"
"1968"	"1968 German F1 GP"	"Lola"	"18"	"10"	""
"1967"	"1967 German F1 GP"	"Lola"	"14"	"DNF"	"Suspension"
"1966"	"1967 German F1 GP"	"Lola"	"27"	"9"	""
