"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1993"	"1993 Australian F1 GP"	"Larrousse"	"24"	"14"	""
"1993"	"1993 Japanese F1 GP"	"Larrousse"	"23"	"12"	""
