"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1951"	"1951 British F1 GP"	"Alta"	"18"	"DNF"	"Not Classified"
"1950"	"1950 British F1 GP"	"Alta"	"19"	"NC"	"Not classified"
