"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1954"	"1954 German F1 GP"	"Maserati"	"8"	"DNS"	"Fatal Accident"
"1954"	"1954 British F1 GP"	"Maserati"	"28"	"3"	""
"1954"	"1954 French F1 GP"	"Maserati"	"5"	"DNF"	"Gearbox"
"1954"	"1954 Belgian F1 GP"	"Maserati"	"4"	"DNF"	"Engine"
"1954"	"1954 Argentine F1 GP"	"Maserati"	"6"	"DNF"	"Engine"
"1953"	"1953 Italian F1 GP"	"Maserati"	"4"	"DNF"	"Accident"
"1953"	"1953 Swiss F1 GP"	"Maserati"	"5"	"DNF"	"Engine"
"1953"	"1953 German F1 GP"	"Maserati"	"8"	"DNF"	"Suspension"
"1953"	"1953 British F1 GP"	"Maserati"	"7"	"DNF"	"Engine"
"1953"	"1953 French F1 GP"	"Maserati"	"8"	"9"	""
"1953"	"1953 Belgian F1 GP"	"Maserati"	"16"	"3"	""
"1951"	"1951 French F1 GP"	"Maserati"	"15"	"DNF"	"Engine"
