"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1955"	"1955 Italian F1 GP"	"Vanwall"	"17"	"DNF"	"Injection"
"1955"	"1955 British F1 GP"	"Vanwall"	"15"	"9"	""
"1954"	"1954 Spanish F1 GP"	"Maserati"	"14"	"8"	""
"1954"	"1954 Swiss F1 GP"	"Maserati"	"8"	"6"	""
"1954"	"1954 German F1 GP"	"Maserati"	"22"	"DNS"	"Withdrawn"
"1954"	"1954 British F1 GP"	"Maserati"	"9"	"8"	""
"1954"	"1954 French F1 GP"	"Maserati"	"16"	"DNF"	"Transmission"
"1953"	"1953 Italian F1 GP"	"Cooper-Climax"	"19"	"NC"	"Not Classified"
"1953"	"1953 Swiss F1 GP"	"Cooper-Climax"	"9"	"7"	""
"1953"	"1953 British F1 GP"	"Cooper-Climax"	"11"	"8"	""
"1953"	"1953 French F1 GP"	"Cooper-Climax"	"14"	"DNF"	"Wheel bearing"
"1953"	"1953 Dutch F1 GP"	"Cooper-Climax"	"18"	"DNF"	"Physical"
"1952"	"1952 Italian F1 GP"	"Cooper-Climax"	"15"	"9"	""
"1952"	"1952 Dutch F1 GP"	"Frazer-Nash"	"7"	"DNF"	"Wheel bearing"
"1952"	"1952 Belgian F1 GP"	"Frazer-Nash"	"7"	"DNF"	"Spun off"
"1952"	"1952 Swiss F1 GP"	"Frazer-Nash"	"13"	"4"	""
