"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1974"	"1974 South African F1 GP"	"Team Lotus"	"26"	"DNF"	"Clutch"
"1963"	"1963 South African F1 GP"	"Team Lotus"	"0"	"DNS"	"Practice accident"
