"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1969"	"1969 South African F1 GP"	"Brabham"	"17"	"8"	""
"1968"	"1968 South African F1 GP"	"LDS"	"22"	"DNF"	"Overheating"
"1967"	"1967 South African F1 GP"	"LDS"	"14"	"DNF"	"Accident"
"1965"	"1965 South African F1 GP"	"LDS"	"20"	"13"	""
"1963"	"1963 South African F1 GP"	"LDS"	"17"	"DNF"	"Halfshaft"
"1962"	"1962 South African F1 GP"	"Team Lotus"	"0"	"WD"	"Driver competing elsewhere"
