"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1951"	"1951 Swiss F1 GP"	"Talbot-Lago"	"11"	"DNF"	"Accident"
"1950"	"1950 Italian F1 GP"	"Talbot-Lago"	"16"	"DNF"	"Brakes"
