"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1953"	"1953 Italian F1 GP"	"HWM"	"28"	"15"	""
"1953"	"1953 French F1 GP"	"HWM"	"18"	"14"	""
"1952"	"1952 French F1 GP"	"HWM"	"10"	"10"	""
"1951"	"1951 Spanish F1 GP"	"Talbot-Lago"	"14"	"DNF"	"Accident"
"1951"	"1951 Italian F1 GP"	"Talbot-Lago"	"14"	"8"	""
"1951"	"1951 German F1 GP"	"Talbot-Lago"	"11"	"DNF"	"Accident"
"1951"	"1951 French F1 GP"	"Talbot-Lago"	"11"	"7"	""
"1951"	"1951 Belgian F1 GP"	"Talbot-Lago"	"8"	"5"	""
"1951"	"1951 Swiss F1 GP"	"Talbot-Lago"	"15"	"DNF"	"Ignition"
"1950"	"1950 French F1 GP"	"Talbot-Lago"	"5"	"8"	""
"1950"	"1950 Belgian F1 GP"	"Talbot-Lago"	"9"	"DNF"	"Oil Pipe"
"1950"	"1950 Swiss F1 GP"	"Talbot-Lago"	"7"	"DNF"	"Accident"
"1950"	"1950 British F1 GP"	"Talbot-Lago"	"6"	"4"	""
