"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1958"	"1958 Indianapolis 500"	"Watson"	"2"	"28"	"Accident"
"1957"	"1957 Indianapolis 500"	"Kurtis Kraft"	"7"	"29"	"Retirement"
"1956"	"1956 Indianapolis 500"	"Kurtis Kraft"	"14"	"23"	"Brakes"
"1955"	"1955 Indianapolis 500"	"Kurtis Kraft"	"29"	"30"	"Retirement"
"1954"	"1954 Indianapolis 500"	"Stevens"	"31"	"18"	""
