"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1960"	"1960 Indianapolis 500"	"Epperly"	"10"	"19"	"Fuel System"
"1959"	"1959 Indianapolis 500"	"Epperly"	"20"	"33"	"Engine"
"1958"	"1958 Indianapolis 500"	"Epperly"	"7"	"1"	""
"1957"	"1957 Indianapolis 500"	"Kuzma"	"15"	"3"	""
"1956"	"1956 Indianapolis 500"	"Kuzma"	"19"	"19"	""
"1955"	"1955 Indianapolis 500"	"Kuzma"	"11"	"24"	"Fuel Pump"
"1954"	"1954 Indianapolis 500"	"Kuzma"	"3"	"2"	""
"1953"	"1953 Indianapolis 500"	"Schroeder"	"31"	"14"	""
"1952"	"1952 Indianapolis 500"	"Kurtis Kraft"	"21"	"6"	""
"1958"	"1958 Indianapolis 500"	"Epperly"	"7"	"1"	""
"1957"	"1957 Indianapolis 500"	"Kuzma"	"15"	"3"	""
"1954"	"1954 Indianapolis 500"	"Kuzma"	"3"	"2"	""
