"year"	"race"	"team"	"startingPosition"	"finishingPosition"	"retirementReason"
"1971"	"1971 German F1 GP"	"BRM"	"18"	"11"	""
"1969"	"1969 German F1 GP"	"McLaren"	"6"	"DNF"	"Accident"
"1969"	"1969 British F1 GP"	"McLaren"	"11"	"6"	""
"1969"	"1969 French F1 GP"	"McLaren"	"10"	"5"	""
"1969"	"1969 Dutch F1 GP"	"McLaren"	"15"	"10"	""
"1969"	"1969 Monaco F1 GP"	"Cooper-Maserati"	"16"	"7"	""
"1968"	"1968 Mexican F1 GP"	"Cooper-BRM"	"17"	"8"	""
"1968"	"1968 USA F1 GP"	"Cooper-BRM"	"17"	"DNF"	"Engine"
"1968"	"1968 Canadian F1 GP"	"Cooper-BRM"	"16"	"5"	""
"1968"	"1968 Italian F1 GP"	"Cooper-BRM"	"20"	"DNF"	"Accident"
"1968"	"1968 German F1 GP"	"Cooper-BRM"	"5"	"DNF"	"Accident"
"1968"	"1968 British F1 GP"	"Cooper-BRM"	"7"	"DNF"	"Engine"
"1968"	"1968 French F1 GP"	"Cooper-BRM"	"17"	"4"	""
