"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Sebastian"	"Vettel"	"VET"	"Red Bull Racing Renault"
"2"	"Jenson"	"Button"	"BUT"	"McLaren Mercedes"
"3"	"Fernando"	"Alonso"	"ALO"	"Ferrari"
"4"	"Paul"	"di Resta"	"DIR"	"Force India Mercedes"
"5"	"Nico"	"Rosberg"	"ROS"	"Mercedes"
"6"	"Kimi"	"Räikkönen"	"RAI"	"Lotus Renault"
"7"	"Romain"	"Grosjean"	"GRO"	"Lotus Renault"
"8"	"Felipe"	"Massa"	"MAS"	"Ferrari"
"9"	"Daniel"	"Ricciardo"	"RIC"	"STR Ferrari"
"10"	"Sergio"	"Perez"	"PER"	"Sauber Ferrari"
"11"	"Mark"	"Webber"	"WEB"	"Red Bull Racing Renault"
"12"	"Timo"	"Glock"	"GLO"	"Marussia Cosworth"
"13"	"Kamui"	"Kobayashi"	"KOB"	"Sauber Ferrari"
"14"	"Nico"	"Hulkenberg"	"HUL"	"Force India Mercedes"
"15"	"Heikki"	"Kovalainen"	"KOV"	"Caterham Renault"
"16"	"Charles"	"Pic"	"PIC"	"Marussia Cosworth"
"17"	"Pedro"	"de la Rosa"	"DLR"	"HRT Cosworth"
"18"	"Bruno"	"Senna"	"SEN"	"Williams Renault"
"19"	"Vitaly"	"Petrov"	"PET"	"Caterham Renault"
"NC"	"Jean-Eric"	"Vergne"	"VER"	"STR Ferrari"
"NC"	"Michael"	"Schumacher"	"MSC"	"Mercedes"
"NC"	"Pastor"	"Maldonado"	"MAL"	"Williams Renault"
"NC"	"Narain"	"Karthikeyan"	"KAR"	"HRT Cosworth"
"NC"	"Lewis"	"Hamilton"	"HAM"	"McLaren Mercedes"
