"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Stirling"	"Moss"	"MOS"	"Lotus Climax"
"2"	"Richie"	"Ginther"	"GIN"	"Ferrari"
"3"	"Jim"	"Clark"	"CLA"	"Lotus Climax"
"4"	"Graham"	"Hill"	"HIL"	"BRM Climax"
"5"	"Phil"	"Hill"	"HIL"	"Ferrari"
"6"	"Wolfgang"	"von Trips"	"VON"	"Ferrari"
"7"	"Bruce"	"McLaren"	"MCL"	"Cooper Climax"
"8"	"Tony"	"Brooks"	"BRO"	"BRM Climax"
"9"	"Jo"	"Bonnier"	"BON"	"Porsche"
"10"	"Dan"	"Gurney"	"GUR"	"Porsche"
"11"	"John"	"Surtees"	"SUR"	"Cooper Climax"
"12"	"Hans "	"Herrmann"	"HER"	"Porsche"
"13"	"Michael "	"May "	"MAY"	"Lotus Climax"
"14"	"Cliff"	"Allison"	"ALL"	"Lotus Climax"
"15"	"Maurice "	"Trintignant"	"TRI"	"De Tomaso OSCA"
"16"	"Jack"	"Brabham"	"BRA"	"Cooper Climax"
