"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"John"	"Watson"	"WAT"	"McLaren Ford"
"2"	"Eddie "	"Cheever"	"CHE"	"Ligier Matra"
"3"	"Didier"	"Pironi"	"PIR"	"Ferrari"
"4"	"Keke"	"Rosberg"	"ROS"	"Williams Ford"
"5"	"Derek"	"Daly"	"DAL"	"Williams Ford"
"6"	"Jacques"	"Laffite"	"LAF"	"Ligier Matra"
"7"	"Jochen"	"Mass"	"MAS"	"March Ford"
"8"	"Marc"	"Surer"	"SUR"	"Arrows Ford"
"9"	"Brian"	"Henton"	"HEN"	"Tyrrell Ford"
"10"	"Rene"	"Arnoux"	"ARN"	"Renault"
"11"	"Chico"	"Serra"	"SER"	"Fittipaldi Ford"
"NC"	"Alain"	"Prost"	"PRO"	"Renault"
"NC"	"Nigel"	"Mansell"	"MAN"	"Lotus Ford"
"NC"	"Niki"	"Lauda"	"LAU"	"McLaren Ford"
"NC"	"Michele"	"Alboreto"	"ALB"	"Tyrrell Ford"
"NC"	"Bruno"	"Giacomelli"	"GIA"	"Alfa Romeo"
"NC"	"Elio"	"de Angelis"	"DEA"	"Lotus Ford"
"NC"	"Eliseo"	"Salazar"	"SAL"	"ATS Ford"
"NC"	"Roberto"	"Guerrero"	"GUE"	"Ensign Ford"
"NC"	"Riccardo"	"Patrese"	"PAT"	"Brabham Ford"
"NC"	"Andrea"	"de Cesaris"	"DEC"	"Alfa Romeo"
"NC"	"Jean-Pierre"	"Jarier"	"JAR"	"Osella Ford"
"NC"	"Manfred"	"Winkelhock"	"WIN"	"ATS Ford"
"NC"	"Raul"	"Boesel"	"BOE"	"March Ford"
"NC"	"Mauro"	"Baldi"	"BAL"	"Arrows Ford"
