"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Giancarlo"	"Fisichella"	"FIS"	"Renault"
"2"	"Fernando"	"Alonso"	"ALO"	"Renault"
"3"	"Jenson"	"Button"	"BUT"	"Honda"
"4"	"Juan Pablo"	"Montoya"	"MOY"	"McLaren Mercedes"
"5"	"Felipe"	"Massa"	"MAS"	"Ferrari"
"6"	"Michael"	"Schumacher"	"MSC"	"Ferrari"
"7"	"Jacques"	"Villeneuve"	"VIL"	"Sauber BMW"
"8"	"Ralf"	"Schumacher"	"RSC"	"Toyota"
"9"	"Jarno"	"Trulli"	"TRU"	"Toyota"
"10"	"Rubens"	"Barrichello"	"BAR"	"Honda"
"11"	"Vitantonio"	"Liuzzi"	"LIU"	"STR Cosworth"
"12"	"Christijan"	"Albers"	"ALB"	"MF1 Toyota"
"13"	"Tiago"	"Monteiro"	"MON"	"MF1 Toyota"
"14"	"Takuma"	"Sato"	"SAT"	"Super Aguri Honda"
"NC"	"Nick"	"Heidfeld"	"HEI"	"Sauber BMW"
"NC"	"Scott"	"Speed"	"SPE"	"STR Cosworth"
"NC"	"Yuji"	"Ide"	"IDE"	"Super Aguri Honda"
"NC"	"Christian"	"Klien"	"KLI"	"RBR Ferrari"
"NC"	"Mark"	"Webber"	"WEB"	"Williams Cosworth"
"NC"	"David"	"Coulthard"	"COU"	"RBR Ferrari"
"NC"	"Nico"	"Rosberg"	"ROS"	"Williams Cosworth"
"NC"	"Kimi"	"Räikkönen"	"RAI"	"McLaren Mercedes"
